,player,resource_gen,resource,time,age,round,game_id,text
137,Grey,2,4,2020-04-05 12:43:20,I,3,7472434,End turn#Grey scores: 2 food - consumption: 0 (now 2) 2 resources (now 4) Grey draws 1 military card 0 culture (now 0) 1 science (now 2) #
138,Green,3,4,2020-04-05 12:40:04,I,2,7472434,End turn#Green scores: 2 food - consumption: 0 (now 2) 3 resources (now 4) Green draws 3 military cards 0 culture (now 0) 1 science (now 2) #
139,Purple,3,3,2020-04-05 12:30:51,I,2,7472434,End turn#Purple scores: 2 food - consumption: 0 (now 3) 3 resources (now 3) Purple draws 2 military cards 1 culture (now 1) 1 science (now 2) #
140,Orange,3,3,2020-04-05 12:25:44,I,2,7472434,End turn#Orange scores: 2 food - consumption: 0 (now 2) 3 resources (now 3) Orange draws 2 military cards 0 culture (now 0) 1 science (now 2) #
141,Grey,2,2,2020-04-05 12:16:08,I,2,7472434,End turn#Grey scores: 2 food - consumption: 0 (now 2) 2 resources (now 2) 0 culture (now 0) 1 science (now 1) Age I begins. #
142,Green,2,2,2020-04-05 11:58:53,A,1,7472434,End turn#Green scores: 2 food - consumption: 0 (now 2) 2 resources (now 2) 0 culture (now 0) 1 science (now 1) #
143,Purple,2,2,2020-04-04 12:31:36,A,1,7472434,End turn#Purple scores: 2 food - consumption: 0 (now 2) 2 resources (now 2) 0 culture (now 0) 1 science (now 1) #
144,Orange,2,2,2020-04-02 00:30:36,A,1,7472434,End turn#Orange scores: 2 food - consumption: 0 (now 2) 2 resources (now 2) 0 culture (now 0) 1 science (now 1) #
145,Grey,8,8,2020-04-09 21:08:17,IV,20,7473200,End turn#Grey scores: 1 food - consumption: 3 (now 3) 8 resources (now 8) 9 culture (now 88) 4 science (now 8) #
146,Green,10,11,2020-04-09 20:45:13,IV,19,7473200,End turn#Green scores: 0 food - consumption: 3 (now 2) 10 resources (now 11) 23 culture (now 77) 6 science (now 7) #
147,Purple,9,10,2020-04-09 20:39:14,IV,19,7473200,End turn#Purple scores: 0 food - consumption: 4 (now 2) 9 resources (now 10) 17 culture (now 155) 8 science (now 20) #
148,Orange,4,4,2020-04-09 20:35:05,IV,19,7473200,End turn#Orange scores: -1 food - consumption: 3 (now 0) 4 resources (now 4) 8 culture (now 121) 1 science (now 2) #
149,Grey,8,11,2020-04-09 19:16:21,IV,19,7473200,End turn#Grey scores: 1 food - consumption: 3 (now 2) 8 resources (now 11) 10 culture (now 87) 4 science (now 4) #
150,Green,10,10,2020-04-09 18:35:47,IV,18,7473200,End turn#Green scores: 0 food - consumption: 3 (now 3) 10 resources (now 10) 19 culture (now 58) 6 science (now 10) #
151,Purple,9,14,2020-04-09 18:32:39,IV,18,7473200,End turn#Purple scores: 1 food - consumption: 4 (now 2) 9 resources (now 14) Purple draws 3 military cards 16 culture (now 106) 10 science (now 13) Age IV begins. Each player loses 2 yellow tokens International Trade Agreement expires. #
152,Orange,4,6,2020-04-09 18:13:46,III,18,7473200,End turn#Orange scores: 0 food - consumption: 2 (now 1) 4 resources (now 6) Orange draws 1 military card 8 culture (now 99) 1 science (now 3) #
153,Grey,9,14,2020-04-09 17:45:43,III,18,7473200,End turn#Grey scores: 2 food - consumption: 2 (now 5) 9 resources (now 14) Grey draws 3 military cards 8 culture (now 73) 6 science (now 9) #
154,Green,10,10,2020-04-09 17:34:59,III,17,7473200,End turn#Green scores: 1 food - consumption: 2 (now 3) 10 resources (now 10) Green draws 2 military cards 14 culture (now 42) 6 science (now 14) #
155,Purple,9,12,2020-04-09 17:31:46,III,17,7473200,End turn#Purple scores: 1 food - consumption: 4 (now 1) 9 resources (now 12) Purple draws 2 military cards 14 culture (now 84) 10 science (now 10) #
156,Orange,4,5,2020-04-09 17:08:15,III,17,7473200,End turn#Orange scores: 0 food - consumption: 2 (now 1) 4 resources (now 5) Orange draws 1 military card 8 culture (now 91) 1 science (now 2) #
157,Grey,9,9,2020-04-09 15:31:58,III,17,7473200,End turn#Grey scores: 2 food - consumption: 2 (now 12) 9 resources (now 9) Grey draws 3 military cards 7 culture (now 65) 4 science (now 9) #
158,Green,8,9,2020-04-09 14:53:52,III,16,7473200,End turn#Green scores: 0 food - consumption: 3 (now 2) 8 resources (now 9) Green draws 2 military cards 8 culture (now 28) 6 science (now 8) #
159,Purple,9,13,2020-04-09 14:49:26,III,16,7473200,End turn#Purple scores: 2 food - consumption: 3 (now 5) 9 resources (now 13) Purple draws 3 military cards 10 culture (now 64) 8 science (now 19) #
160,Orange,4,7,2020-04-09 14:27:55,III,16,7473200,End turn#Orange scores: 0 food - consumption: 2 (now 1) 4 resources (now 7) 8 culture (now 83) 1 science (now 5) #
161,Grey,9,9,2020-04-09 13:49:51,III,16,7473200,End turn#Grey scores: 2 food - consumption: 2 (now 14) 9 resources (now 9) Grey draws 3 military cards 3 culture (now 55) 4 science (now 5) #
162,Green,6,6,2020-04-09 12:10:23,III,15,7473200,End turn#Green scores: 0 food - consumption: 3 (now 2) 6 resources (now 6) 8 culture (now 20) 6 science (now 9) #
163,Purple,7,11,2020-04-09 12:04:04,III,15,7473200,End turn#Purple scores: 2 food - consumption: 3 (now 8) 7 resources (now 11) Purple draws 1 military card 7 culture (now 54) 8 science (now 12) #
164,Orange,9,15,2020-04-09 11:55:08,III,15,7473200,End turn#Orange scores: 1 food - consumption: 2 (now 1) 9 resources (now 15) Orange draws 3 military cards 9 culture (now 73) 3 science (now 4) #
165,Grey,5,5,2020-04-09 11:45:10,III,15,7473200,End turn#Grey scores: 2 food - consumption: 2 (now 12) 5 resources (now 5) Grey draws 2 military cards 3 culture (now 50) 4 science (now 10) #
166,Green,6,6,2020-04-09 11:37:12,III,14,7473200,End turn#Green scores: 1 food - consumption: 2 (now 2) 6 resources (now 6) Green draws 2 military cards 3 culture (now 12) 4 science (now 9) #
167,Purple,7,8,2020-04-09 11:28:53,III,14,7473200,End turn#Purple scores: 2 food - consumption: 3 (now 6) 7 resources (now 8) Purple draws 2 military cards 6 culture (now 47) 8 science (now 17) #
168,Orange,7,8,2020-04-09 11:18:07,III,14,7473200,End turn#Orange scores: 1 food - consumption: 2 (now 4) 7 resources (now 8) Orange draws 3 military cards 7 culture (now 64) 3 science (now 13) #
169,Green,6,7,2020-04-08 21:59:41,III,13,7473200,End turn#Green scores: 1 food - consumption: 2 (now 1) 6 resources (now 7) Green draws 1 military card 3 culture (now 13) 4 science (now 15) Age III begins. Each player loses 2 yellow tokens Frederick Barbarossa dies. Leonardo Da Vinci dies. Joan of Arc dies. #
170,Purple,3,4,2020-04-08 21:49:30,II,13,7473200,End turn#Purple scores: 3 food - consumption: 2 (now 4) 3 resources (now 4) Purple draws 2 military cards 6 culture (now 41) 8 science (now 16) #
171,Orange,5,6,2020-04-08 20:49:57,II,13,7473200,End turn#Orange scores: 1 food - consumption: 2 (now 3) 5 resources (now 6) 7 culture (now 51) 3 science (now 10) #
172,Grey,3,5,2020-04-08 20:39:25,II,13,7473200,End turn#Grey scores: 2 food - consumption: 2 (now 5) 3 resources (now 5) Grey draws 3 military cards 3 culture (now 42) 6 science (now 6) #
173,Purple,3,4,2020-04-08 20:10:13,II,12,7473200,End turn#Purple scores: 2 food - consumption: 2 (now 2) 3 resources (now 4) Purple draws 3 military cards 6 culture (now 35) 8 science (now 8) #
174,Orange,5,11,2020-04-08 20:05:40,II,12,7473200,End turn#Orange scores: 1 food - consumption: 2 (now 3) 5 resources (now 11) Orange draws 3 military cards 7 culture (now 44) 3 science (now 11) #
175,Green,5,8,2020-04-08 17:57:15,II,11,7473200,End turn#Green scores: 1 food - consumption: 2 (now 4) 5 resources (now 8) Green draws 1 military card 2 culture (now 7) 4 science (now 13) #
176,Purple,3,5,2020-04-08 17:48:22,II,11,7473200,End turn#Purple scores: 1 food - consumption: 2 (now 1) 3 resources (now 5) Purple draws 3 military cards 4 culture (now 27) 5 science (now 6) #
177,Orange,5,5,2020-04-08 17:46:27,II,11,7473200,End turn#Orange scores: 1 food - consumption: 2 (now 2) 5 resources (now 5) Orange draws 2 military cards 4 culture (now 35) 3 science (now 8) #
178,Green,6,6,2020-04-08 16:06:48,II,10,7473200,End turn#Green scores: 1 food - consumption: 2 (now 3) 6 resources (now 6) Green draws 2 military cards 2 culture (now 5) 4 science (now 9) #
179,Purple,3,5,2020-04-08 14:11:28,II,10,7473200,End turn#Purple scores: 0 food - consumption: 2 (now 0) 3 resources (now 5) Purple draws 2 military cards 4 culture (now 23) 5 science (now 9) #
180,Orange,5,9,2020-04-08 13:11:28,II,10,7473200,End turn#Orange scores: 1 food - consumption: 2 (now 1) 5 resources (now 9) 4 culture (now 31) 3 science (now 5) #
181,Green,6,6,2020-04-08 12:13:04,II,9,7473200,End turn#Green scores: 1 food - consumption: 2 (now 2) 6 resources (now 6) Green draws 1 military card 2 culture (now 7) 1 science (now 5) #
182,Purple,3,5,2020-04-08 12:01:06,II,9,7473200,End turn#Purple scores: 0 food - consumption: 2 (now 0) 3 resources (now 5) 2 culture (now 19) 5 science (now 7) #
183,Orange,5,7,2020-04-08 11:51:56,II,9,7473200,End turn#Orange scores: 1 food - consumption: 2 (now 4) 5 resources (now 7) Orange draws 2 military cards 4 culture (now 25) 3 science (now 6) #
184,Grey,3,6,2020-04-08 11:27:13,II,9,7473200,End turn#Grey scores: 1 food - consumption: 2 (now 2) 3 resources (now 6) Grey draws 2 military cards 2 culture (now 23) 2 science (now 3) #
185,Green,6,6,2020-04-08 10:59:20,II,8,7473200,End turn#Green scores: 1 food - consumption: 2 (now 3) 6 resources (now 6) Green draws 1 military card 1 culture (now 5) 1 science (now 7) #
186,Purple,3,6,2020-04-08 10:47:40,II,8,7473200,End turn#Purple scores: 0 food - consumption: 2 (now 2) 3 resources (now 6) Purple draws 2 military cards 2 culture (now 15) 3 science (now 6) #
187,Orange,4,7,2020-04-08 10:07:40,II,8,7473200,End turn#Orange scores: 1 food - consumption: 1 (now 3) 4 resources (now 7) Orange draws 1 military card 4 culture (now 21) 3 science (now 6) Age II begins. Each player loses 2 yellow tokens Aristotle dies. Moses dies. #
188,Grey,3,5,2020-04-07 22:46:12,I,8,7473200,End turn#Grey scores: 1 food - consumption: 2 (now 1) 3 resources (now 5) Grey draws 2 military cards 2 culture (now 20) 2 science (now 4) #
189,Purple,3,3,2020-04-07 22:29:24,I,7,7473200,End turn#Purple scores: 1 food - consumption: 1 (now 6) 3 resources (now 3) Purple draws 1 military card 2 culture (now 13) 3 science (now 5) #
190,Orange,3,3,2020-04-07 17:23:39,I,7,7473200,End turn#Orange scores: 1 food - consumption: 1 (now 2) 3 resources (now 3) 4 culture (now 17) 3 science (now 8) #
191,Grey,3,4,2020-04-07 16:58:27,I,7,7473200,End turn#Grey scores: 2 food - consumption: 1 (now 2) 3 resources (now 4) Grey draws 1 military card 4 culture (now 18) 2 science (now 2) #
192,Green,5,7,2020-04-07 16:00:20,I,6,7473200,End turn#Green scores: 1 food - consumption: 2 (now 4) 5 resources (now 7) Green draws 1 military card 1 culture (now 3) 2 science (now 4) #
193,Purple,3,3,2020-04-07 14:59:29,I,6,7473200,End turn#Purple scores: 1 food - consumption: 1 (now 5) 3 resources (now 3) Purple draws 2 military cards 2 culture (now 10) 3 science (now 10) #
194,Orange,3,4,2020-04-07 14:47:16,I,6,7473200,End turn#Orange scores: 1 food - consumption: 1 (now 3) 3 resources (now 4) 4 culture (now 13) 3 science (now 4) #
195,Grey,2,2,2020-04-07 12:55:26,I,6,7473200,End turn#Grey scores: 2 food - consumption: 1 (now 2) 2 resources (now 2) Grey draws 2 military cards 4 culture (now 13) 2 science (now 3) #
196,Green,5,5,2020-04-07 12:43:17,I,5,7473200,End turn#Green scores: 1 food - consumption: 2 (now 5) 5 resources (now 5) Green draws 2 military cards 1 culture (now 2) 2 science (now 3) #
197,Orange,3,4,2020-04-07 12:12:13,I,5,7473200,End turn#Orange scores: 1 food - consumption: 1 (now 2) 3 resources (now 4) Orange draws 2 military cards 3 culture (now 9) 2 science (now 3) #
198,Grey,2,3,2020-04-07 12:07:10,I,5,7473200,End turn#Grey scores: 2 food - consumption: 1 (now 3) 2 resources (now 3) Grey draws 1 military card 4 culture (now 9) 1 science (now 1) #
199,Green,4,4,2020-04-07 11:49:39,I,4,7473200,End turn#Green scores: 2 food - consumption: 1 (now 6) 4 resources (now 4) Green draws 2 military cards 1 culture (now 1) 1 science (now 1) #
200,Orange,3,4,2020-04-07 11:33:56,I,4,7473200,End turn#Orange scores: 1 food - consumption: 1 (now 2) 3 resources (now 4) Orange draws 1 military card 3 culture (now 6) 2 science (now 4) #
201,Grey,2,2,2020-04-07 11:23:39,I,4,7473200,End turn#Grey scores: 2 food - consumption: 1 (now 2) 2 resources (now 2) Grey draws 1 military card 3 culture (now 5) 1 science (now 6) #
202,Green,3,3,2020-04-07 11:08:40,I,3,7473200,End turn#Green scores: 2 food - consumption: 1 (now 4) 3 resources (now 3) Green draws 1 military card 0 culture (now 0) 1 science (now 5) #
203,Purple,3,3,2020-04-07 10:55:08,I,3,7473200,End turn#Purple scores: 2 food - consumption: 0 (now 5) 3 resources (now 3) Purple draws 2 military cards 1 culture (now 2) 1 science (now 5) #
204,Orange,2,3,2020-04-06 22:24:11,I,3,7473200,End turn#Orange scores: 1 food - consumption: 1 (now 1) 2 resources (now 3) Orange draws 2 military cards 1 culture (now 2) 1 science (now 5) #
205,Grey,2,2,2020-04-06 21:46:23,I,3,7473200,End turn#Grey scores: 3 food - consumption: 0 (now 3) 2 resources (now 2) Grey draws 2 military cards 1 culture (now 1) 1 science (now 3) #
206,Green,2,2,2020-04-06 21:39:55,I,2,7473200,End turn#Green scores: 3 food - consumption: 0 (now 4) 2 resources (now 2) Green draws 2 military cards 0 culture (now 0) 1 science (now 2) #
207,Purple,2,2,2020-04-06 21:36:17,I,2,7473200,End turn#Purple scores: 2 food - consumption: 0 (now 3) 2 resources (now 2) Purple draws 2 military cards 0 culture (now 0) 1 science (now 2) #
208,Orange,2,4,2020-04-06 21:30:31,I,2,7473200,End turn#Orange scores: 2 food - consumption: 0 (now 2) 2 resources (now 4) Orange draws 2 military cards 0 culture (now 0) 1 science (now 2) #
209,Grey,2,2,2020-04-06 21:20:23,I,2,7473200,End turn#Grey scores: 2 food - consumption: 0 (now 2) 2 resources (now 2) 0 culture (now 0) 1 science (now 1) Age I begins. #
210,Green,2,2,2020-04-06 21:13:31,A,1,7473200,End turn#Green scores: 2 food - consumption: 0 (now 2) 2 resources (now 2) 0 culture (now 0) 1 science (now 1) #
211,Purple,2,2,2020-04-06 21:06:23,A,1,7473200,End turn#Purple scores: 2 food - consumption: 0 (now 2) 2 resources (now 2) 0 culture (now 0) 1 science (now 1) #
212,Orange,2,2,2020-04-06 20:27:39,A,1,7473200,End turn#Orange scores: 2 food - consumption: 0 (now 2) 2 resources (now 2) 0 culture (now 0) 1 science (now 1) #
213,Grey,6,7,2020-04-14 18:23:06,IV,20,7473404,End turn#Grey scores: 16 culture (now 174) 9 science (now 10) 1 food - consumption: 3 (now 4) 6 resources (now 7) #
214,Grey,6,7,2020-04-14 18:23:06,IV,19,7473404,End turn#Grey scores: 16 culture (now 174) 9 science (now 10) 1 food - consumption: 3 (now 4) 6 resources (now 7) #
215,Green,6,7,2020-04-14 18:11:13,IV,19,7473404,End turn#Winston Churchill scores 3 culture. Green scores: 21 culture (now 151) 8 science (now 22) 1 food - consumption: 3 (now 1) 6 resources (now 7) #
216,Orange,8,8,2020-04-14 17:25:19,IV,19,7473404,End turn#Orange scores: 29 culture (now 167) 12 science (now 16) 2 food - consumption: 4 (now 3) 8 resources (now 8) #
217,Grey,7,7,2020-04-14 17:20:28,IV,18,7473404,End turn#Grey scores: 13 culture (now 145) 10 science (now 16) 1 food - consumption: 3 (now 3) 7 resources (now 7) #
218,Green,6,6,2020-04-14 16:15:14,III,18,7473404,End turn#Green scores: CORRUPTION! Green loses 2 food 21 culture (now 104) 8 science (now 14) 1 food - consumption: 4 (now 5) 6 resources (now 6) Green draws 3 military cards #
219,Purple,7,7,2020-04-14 13:24:27,III,18,7473404,End turn#Purple scores: 13 culture (now 94) 10 science (now 11) 2 food - consumption: 6 (now 2) 7 resources (now 7) Purple draws 2 military cards #
220,Orange,8,9,2020-04-14 13:14:27,III,18,7473404,End turn#Orange scores: 21 culture (now 135) 12 science (now 16) 3 food - consumption: 3 (now 6) 8 resources (now 9) Orange draws 3 military cards #
221,Grey,8,10,2020-04-14 12:29:48,III,17,7473404,End turn#Grey scores: 13 culture (now 133) 11 science (now 24) 2 food - consumption: 2 (now 2) 8 resources (now 10) Grey draws 3 military cards #
222,Green,6,7,2020-04-14 12:05:06,III,17,7473404,End turn#Green scores: 18 culture (now 106) 8 science (now 15) 3 food - consumption: 4 (now 6) 6 resources (now 7) Green draws 3 military cards #
223,Purple,7,7,2020-04-14 11:51:26,III,17,7473404,End turn#Purple scores: 13 culture (now 81) 7 science (now 8) 0 food - consumption: 4 (now 0) 7 resources (now 7) #
224,Orange,8,12,2020-04-14 11:03:11,III,17,7473404,End turn#Orange scores: 14 culture (now 84) 12 science (now 21) 3 food - consumption: 3 (now 8) 8 resources (now 12) Orange draws 2 military cards #
225,Grey,8,9,2020-04-14 10:33:59,III,16,7473404,End turn#Grey scores: 9 culture (now 120) 11 science (now 13) 2 food - consumption: 2 (now 4) 8 resources (now 9) Grey draws 1 military card #
226,Green,6,6,2020-04-14 10:18:53,III,16,7473404,End turn#Green scores: CORRUPTION! Green loses 2 food 14 culture (now 85) 6 science (now 18) -1 food - consumption: 3 (now 13) 6 resources (now 6) Green draws 3 military cards #
227,Purple,7,7,2020-04-14 10:04:49,III,16,7473404,End turn#Purple scores: 7 culture (now 68) 4 science (now 9) 0 food - consumption: 4 (now 0) 7 resources (now 7) Purple draws 2 military cards #
228,Orange,8,14,2020-04-13 18:23:35,III,16,7473404,End turn#Orange scores: 10 culture (now 70) 12 science (now 19) 4 food - consumption: 2 (now 9) 8 resources (now 14) Orange draws 3 military cards #
229,Grey,6,7,2020-04-13 18:20:23,III,15,7473404,End turn#Grey scores: 6 culture (now 108) 5 science (now 5) 2 food - consumption: 2 (now 4) 6 resources (now 7) Grey draws 2 military cards #
230,Green,5,5,2020-04-13 17:52:24,III,15,7473404,End turn#Green scores: 10 culture (now 68) 6 science (now 12) 4 food - consumption: 3 (now 7) 5 resources (now 5) Green draws 3 military cards #
231,Purple,7,7,2020-04-13 17:32:26,III,15,7473404,End turn#Purple scores: 12 culture (now 58) 3 science (now 5) 0 food - consumption: 4 (now 0) 7 resources (now 7) Purple draws 2 military cards #
232,Orange,8,12,2020-04-13 17:14:55,III,15,7473404,End turn#Orange scores: 6 culture (now 60) 8 science (now 16) 4 food - consumption: 2 (now 5) 8 resources (now 12) Orange draws 3 military cards #
233,Grey,6,6,2020-04-13 17:08:47,III,14,7473404,End turn#Grey scores: 6 culture (now 99) 5 science (now 8) 2 food - consumption: 2 (now 2) 6 resources (now 6) #
234,Green,4,5,2020-04-13 16:42:52,III,14,7473404,End turn#Green scores: 7 culture (now 58) 6 science (now 6) 4 food - consumption: 3 (now 8) 4 resources (now 5) Green draws 2 military cards #
235,Purple,4,15,2020-04-13 16:15:06,III,14,7473404,End turn#Purple scores: CORRUPTION! Purple loses 2 resources 7 culture (now 46) 2 science (now 2) 1 food - consumption: 3 (now 5) 4 resources (now 15) Purple draws 2 military cards #
