,player,card,time,age,round,game_id,text
242,Grey,Hanging Gardens,2020-03-28 12:54:09,I,2,7472433,Grey takes Hanging Gardens in hand#1 civil action used#
243,Grey,Hammurabi,2020-03-28 12:53:12,I,2,7472433,Grey takes Hammurabi in hand#1 civil action used#
244,Green,Pyramids,2020-03-28 12:49:59,I,2,7472433,Green takes Pyramids in hand#1 civil action used#
245,Purple,Frugality,2020-03-28 12:47:12,I,2,7472433,Purple takes Frugality in hand#1 civil action used#
246,Orange,Homer,2020-03-28 12:44:29,I,2,7472433,Orange takes Homer in hand#2 civil actions used#
247,Grey,Rich Land,2020-03-28 12:41:10,A,1,7472433,Grey takes Rich Land in hand#2 civil actions used#
248,Grey,Ideal Building Site,2020-03-28 12:40:51,A,1,7472433,Grey takes Ideal Building Site in hand#1 civil action used#
249,Green,Work of Art,2020-03-28 12:40:35,A,1,7472433,Green takes Work of Art in hand#2 civil actions used#
250,Green,Alexander the Great,2020-03-28 12:40:30,A,1,7472433,Green takes Alexander the Great in hand#1 civil action used#
251,Purple,Aristotle,2020-03-28 12:39:22,A,1,7472433,Purple takes Aristotle in hand#1 civil action used#
252,Purple,Rich Land,2020-03-28 12:39:16,A,1,7472433,Purple takes Rich Land in hand#1 civil action used#
253,Purple,Rich Land,2020-03-28 12:38:12,A,1,7472433,Purple takes Rich Land in hand#1 civil action used#
254,Purple,Rich Land,2020-03-28 12:37:54,A,1,7472433,Purple takes Rich Land in hand#1 civil action used#
255,Orange,Library of Alexandria,2020-03-28 12:35:59,A,1,7472433,Orange takes Library of Alexandria in hand#1 civil action used#
256,Grey,Engineering,2020-04-09 10:39:38,IV,20,7472434,Grey takes Engineering in hand#2 civil actions used#
257,Grey,Mineral Deposits,2020-04-09 10:38:07,IV,20,7472434,Grey takes Mineral Deposits in hand#2 civil actions used#
258,Grey,Sid Meier,2020-04-08 22:31:41,IV,19,7472434,Grey takes Sid Meier in hand#3 civil actions used#
259,Grey,Mineral Deposits,2020-04-08 22:30:44,IV,19,7472434,Grey takes Mineral Deposits in hand#3 civil actions used#
260,Green,Endowment for the Arts,2020-04-08 21:35:31,III,19,7472434,Green takes Endowment for the Arts in hand#2 civil actions used#
261,Purple,Movies,2020-04-08 20:58:42,III,19,7472434,Purple takes Movies in hand#2 civil actions used#
262,Orange,Patriotism,2020-04-08 20:56:30,III,19,7472434,Orange takes Patriotism in hand#1 civil action used#
263,Grey,Communism,2020-04-08 20:35:26,III,18,7472434,Grey takes Communism in hand#1 civil action used#
264,Grey,Bountiful Harvest,2020-04-08 20:34:17,III,18,7472434,Grey takes Bountiful Harvest in hand#2 civil actions used#
265,Green,Internet,2020-04-08 20:29:46,III,18,7472434,Green takes Internet in hand#4 civil actions used#
266,Purple,Democracy,2020-04-08 20:14:21,III,18,7472434,Purple takes Democracy in hand#1 civil action used#
267,Purple,Work of Art,2020-04-08 20:14:10,III,18,7472434,Purple takes Work of Art in hand#1 civil action used#
268,Purple,Ideal Building Site,2020-04-08 20:13:13,III,18,7472434,Purple takes Ideal Building Site in hand#3 civil actions used#
269,Orange,Mineral Deposits,2020-04-08 20:06:15,III,18,7472434,Orange takes Mineral Deposits in hand#1 civil action used#
270,Orange,Satellites,2020-04-08 20:05:54,III,18,7472434,Orange takes Satellites in hand#1 civil action used#
271,Orange,Elvis Presley,2020-04-08 20:05:28,III,18,7472434,Orange takes Elvis Presley in hand#1 civil action used#
272,Grey,Movies,2020-04-08 20:01:52,III,17,7472434,Grey takes Movies in hand#2 civil actions used#
273,Grey,Ideal Building Site,2020-04-08 20:01:44,III,17,7472434,Grey takes Ideal Building Site in hand#3 civil actions used#
274,Green,Computers,2020-04-08 18:18:32,III,17,7472434,Green takes Computers in hand#1 civil action used#
275,Purple,Fast Food Chains,2020-04-08 17:49:28,III,17,7472434,Purple takes Fast Food Chains in hand#5 civil actions used#
276,Purple,Engineering,2020-04-08 17:49:23,III,17,7472434,Purple takes Engineering in hand#1 civil action used#
277,Orange,Multimedia,2020-04-08 17:28:43,III,17,7472434,Orange takes Multimedia in hand#2 civil actions used#
278,Orange,Computers,2020-04-08 17:28:29,III,17,7472434,Orange takes Computers in hand#1 civil action used#
279,Orange,Tanks,2020-04-08 17:25:32,III,17,7472434,Orange takes Tanks in hand#1 civil action used#
280,Orange,First Space Flight,2020-04-08 17:25:28,III,17,7472434,Orange takes First Space Flight in hand#2 civil actions used#
281,Grey,Air Forces,2020-04-08 13:07:05,III,16,7472434,Grey takes Air Forces in hand#1 civil action used#
282,Grey,Oil,2020-04-08 13:06:10,III,16,7472434,Grey takes Oil in hand#1 civil action used#
283,Green,Military Theory,2020-04-08 12:38:31,III,16,7472434,Green takes Military Theory in hand#2 civil actions used#
284,Green,Mechanized Agriculture,2020-04-08 12:38:02,III,16,7472434,Green takes Mechanized Agriculture in hand#1 civil action used#
285,Green,Bill Gates,2020-04-08 12:37:34,III,16,7472434,Green takes Bill Gates in hand#1 civil action used#
286,Purple,Efficient Upgrade,2020-04-08 12:07:49,III,16,7472434,Purple takes Efficient Upgrade in hand#2 civil actions used#
287,Orange,Engineering Genius,2020-04-08 11:18:43,III,16,7472434,Orange takes Engineering Genius in hand#2 civil actions used#
288,Orange,Efficient Upgrade,2020-04-08 11:17:41,III,16,7472434,Orange takes Efficient Upgrade in hand#1 civil action used#
289,Grey,Hollywood,2020-04-08 11:05:14,III,15,7472434,Grey takes Hollywood in hand#4 civil actions used#
290,Grey,Multimedia,2020-04-08 11:05:07,III,15,7472434,Grey takes Multimedia in hand#1 civil action used#
291,Purple,Scientific Method,2020-04-07 18:33:25,III,15,7472434,Purple takes Scientific Method in hand#1 civil action used#
292,Purple,Rich Land,2020-04-07 18:33:15,III,15,7472434,Purple takes Rich Land in hand#1 civil action used#
293,Orange,Architecture,2020-04-07 17:49:54,III,15,7472434,Orange takes Architecture in hand#2 civil actions used#
294,Orange,Efficient Upgrade,2020-04-07 17:49:23,III,15,7472434,Orange takes Efficient Upgrade in hand#1 civil action used#
295,Orange,Strategy,2020-04-07 17:48:58,III,15,7472434,Orange takes Strategy in hand#1 civil action used#
296,Grey,Selective breeding,2020-04-07 17:16:26,III,14,7472434,Grey takes Selective breeding in hand#1 civil action used#
297,Grey,Cavalrymen,2020-04-07 17:16:23,III,14,7472434,Grey takes Cavalrymen in hand#1 civil action used#
298,Grey,Coal,2020-04-07 17:15:34,III,14,7472434,Grey takes Coal in hand#3 civil actions used#
299,Green,Scientific Method,2020-04-07 16:35:53,II,14,7472434,Green takes Scientific Method in hand#1 civil action used#
300,Purple,Ocean Liner Service,2020-04-07 16:03:39,II,14,7472434,Purple takes Ocean Liner Service in hand#2 civil actions used#
301,Orange,Journalism,2020-04-07 15:29:16,II,14,7472434,Orange takes Journalism in hand#1 civil action used#
302,Orange,Johannes Sebastian Bach,2020-04-07 15:29:13,II,14,7472434,Orange takes Johannes Sebastian Bach in hand#1 civil action used#
303,Grey,Justice System,2020-04-07 15:12:24,II,13,7472434,Grey takes Justice System in hand#2 civil actions used#
304,Green,Napoleon Bonaparte,2020-04-07 14:58:46,II,13,7472434,Green takes Napoleon Bonaparte in hand#2 civil actions used#
305,Orange,Revolutionary Idea,2020-04-07 14:04:11,II,13,7472434,Orange takes Revolutionary Idea in hand#1 civil action used#
306,Orange,Efficient Upgrade,2020-04-07 14:03:41,II,13,7472434,Orange takes Efficient Upgrade in hand#3 civil actions used#
307,Grey,William Shakespeare,2020-04-07 13:48:24,II,12,7472434,Grey takes William Shakespeare in hand#2 civil actions used#
308,Grey,Transcontinental Railroad,2020-04-07 13:48:09,II,12,7472434,Grey takes Transcontinental Railroad in hand#3 civil actions used#
309,Green,Riflemen,2020-04-07 12:49:14,II,12,7472434,Green takes Riflemen in hand#1 civil action used#
310,Purple,Frugality,2020-04-07 12:39:32,II,12,7472434,Purple takes Frugality in hand#1 civil action used#
311,Purple,Republic,2020-04-07 12:38:15,II,12,7472434,Purple takes Republic in hand#1 civil action used#
312,Orange,Cannon,2020-04-07 11:59:48,II,12,7472434,Orange takes Cannon in hand#1 civil action used#
313,Orange,Constitutional Monarchy,2020-04-07 11:59:33,II,12,7472434,Orange takes Constitutional Monarchy in hand#2 civil actions used#
314,Grey,Ideal Building Site,2020-04-07 11:55:03,II,11,7472434,Grey takes Ideal Building Site in hand#2 civil actions used#
315,Grey,Justice System,2020-04-07 11:54:09,II,11,7472434,Grey takes Justice System in hand#1 civil action used#
316,Grey,Cavalrymen,2020-04-07 11:53:48,II,11,7472434,Grey takes Cavalrymen in hand#1 civil action used#
317,Grey,Architecture,2020-04-07 11:52:50,II,11,7472434,Grey takes Architecture in hand#1 civil action used#
318,Green,Eiffel Tower,2020-04-07 11:29:04,II,11,7472434,Green takes Eiffel Tower in hand#2 civil actions used#
319,Purple,Mineral Deposits,2020-04-07 11:21:04,II,11,7472434,Purple takes Mineral Deposits in hand#1 civil action used#
320,Purple,Selective breeding,2020-04-07 11:20:42,II,11,7472434,Purple takes Selective breeding in hand#1 civil action used#
321,Purple,Journalism,2020-04-07 11:19:17,II,11,7472434,Purple takes Journalism in hand#1 civil action used#
322,Orange,Opera,2020-04-07 10:45:12,II,11,7472434,Orange takes Opera in hand#1 civil action used#
323,Grey,Breakthrough,2020-04-06 23:06:56,II,10,7472434,Grey takes Breakthrough in hand#1 civil action used#
324,Grey,Engineering Genius,2020-04-06 23:05:07,II,10,7472434,Grey takes Engineering Genius in hand#1 civil action used#
325,Green,Constitutional Monarchy,2020-04-06 22:40:38,II,10,7472434,Green takes Constitutional Monarchy in hand#3 civil actions used#
326,Purple,Riflemen,2020-04-06 22:32:32,II,10,7472434,Purple takes Riflemen in hand#1 civil action used#
327,Orange,Coal,2020-04-06 22:27:57,II,10,7472434,Orange takes Coal in hand#1 civil action used#
328,Grey,Mineral Deposits,2020-04-06 22:02:31,II,9,7472434,Grey takes Mineral Deposits in hand#1 civil action used#
329,Grey,Journalism,2020-04-06 22:02:12,II,9,7472434,Grey takes Journalism in hand#3 civil actions used#
330,Green,Navigation,2020-04-06 21:39:43,II,9,7472434,Green takes Navigation in hand#2 civil actions used#
331,Purple,James Cook,2020-04-06 21:32:28,II,9,7472434,Purple takes James Cook in hand#2 civil actions used#
332,Orange,Christopher Columbus,2020-04-06 21:28:25,II,9,7472434,Orange takes Christopher Columbus in hand#2 civil actions used#
333,Orange,Warfare,2020-04-06 21:28:09,II,9,7472434,Orange takes Warfare in hand#1 civil action used#
334,Grey,Leonardo Da Vinci,2020-04-06 21:19:40,II,8,7472434,Grey takes Leonardo Da Vinci in hand#3 civil actions used#
335,Green,Alchemy,2020-04-06 20:11:41,II,8,7472434,Green takes Alchemy in hand#2 civil actions used#
336,Purple,Printing Press,2020-04-06 18:22:34,I,8,7472434,Purple takes Printing Press in hand#1 civil action used#
337,Orange,Efficient Upgrade,2020-04-06 18:17:38,I,8,7472434,Orange takes Efficient Upgrade in hand#1 civil action used#
338,Orange,Code of Laws,2020-04-06 18:17:27,I,8,7472434,Orange takes Code of Laws in hand#1 civil action used Aristotle gives 1 science point #
339,Orange,Printing Press,2020-04-06 18:17:14,I,8,7472434,Orange takes Printing Press in hand#1 civil action used Aristotle gives 1 science point #
340,Orange,Efficient Upgrade,2020-04-06 18:17:12,I,8,7472434,Orange takes Efficient Upgrade in hand#1 civil action used#
341,Green,Swordsmen,2020-04-06 18:07:34,I,7,7472434,Green takes Swordsmen in hand#1 civil action used#
342,Green,Code of Laws,2020-04-06 18:07:27,I,7,7472434,Green takes Code of Laws in hand#1 civil action used#
343,Orange,Knights,2020-04-06 17:40:24,I,7,7472434,Orange takes Knights in hand#1 civil action used Aristotle gives 1 science point #
344,Grey,Iron,2020-04-06 17:30:46,I,6,7472434,Grey takes Iron in hand#3 civil actions used#
345,Green,Revolutionary Idea,2020-04-06 17:23:55,I,6,7472434,Green takes Revolutionary Idea in hand#1 civil action used#
346,Purple,Drama,2020-04-06 16:48:26,I,6,7472434,Purple takes Drama in hand#1 civil action used#
347,Orange,Alchemy,2020-04-06 14:50:56,I,6,7472434,Orange takes Alchemy in hand#1 civil action used Aristotle gives 1 science point #
348,Grey,Monarchy,2020-04-06 14:20:44,I,5,7472434,Grey takes Monarchy in hand#1 civil action used#
349,Grey,Irrigation,2020-04-06 14:20:14,I,5,7472434,Grey takes Irrigation in hand#1 civil action used#
350,Grey,Monarchy,2020-04-06 14:19:04,I,5,7472434,Grey takes Monarchy in hand#1 civil action used#
351,Grey,St. Peter's Basilica,2020-04-06 14:17:51,I,5,7472434,Grey takes St. Peter's Basilica in hand#2 civil actions used#
352,Green,Efficient Upgrade,2020-04-06 14:10:49,I,5,7472434,Green takes Efficient Upgrade in hand#1 civil action used#
353,Green,Masonry,2020-04-06 14:09:13,I,5,7472434,Green takes Masonry in hand#1 civil action used#
354,Orange,Breakthrough,2020-04-06 12:38:12,I,5,7472434,Orange takes Breakthrough in hand#1 civil action used#
355,Orange,Breakthrough,2020-04-06 12:37:55,I,5,7472434,Orange takes Breakthrough in hand#1 civil action used#
356,Orange,Swordsmen,2020-04-06 12:36:20,I,5,7472434,Orange takes Swordsmen in hand#1 civil action used Aristotle gives 1 science point #
357,Grey,Alchemy,2020-04-06 12:34:51,I,4,7472434,Grey takes Alchemy in hand#2 civil actions used#
358,Grey,Code of Laws,2020-04-06 12:32:30,I,4,7472434,Grey takes Code of Laws in hand#1 civil action used#
359,Grey,Breakthrough,2020-04-06 12:32:24,I,4,7472434,Grey takes Breakthrough in hand#1 civil action used#
360,Green,Irrigation,2020-04-06 12:29:18,I,4,7472434,Green takes Irrigation in hand#3 civil actions used#
361,Purple,Knights,2020-04-05 22:37:03,I,4,7472434,Purple takes Knights in hand#1 civil action used#
362,Purple,Engineering Genius,2020-04-05 22:36:36,I,4,7472434,Purple takes Engineering Genius in hand#1 civil action used#
363,Purple,Engineering Genius,2020-04-05 22:36:04,I,4,7472434,Purple takes Engineering Genius in hand#1 civil action used#
364,Orange,Theology,2020-04-05 22:05:58,I,4,7472434,Orange takes Theology in hand#1 civil action used Aristotle gives 1 science point #
365,Orange,Swordsmen,2020-04-05 22:04:23,I,4,7472434,Orange takes Swordsmen in hand#1 civil action used Aristotle gives 1 science point #
366,Grey,Cartography,2020-04-05 21:47:02,I,3,7472434,Grey takes Cartography in hand#2 civil actions used#
367,Grey,Drama,2020-04-05 21:45:39,I,3,7472434,Grey takes Drama in hand#1 civil action used#
368,Green,Iron,2020-04-05 21:36:22,I,3,7472434,Green takes Iron in hand#2 civil actions used#
369,Purple,Iron,2020-04-05 17:53:13,I,3,7472434,Purple takes Iron in hand#1 civil action used#
370,Purple,Library of Alexandria,2020-04-05 17:53:07,I,3,7472434,Purple takes Library of Alexandria in hand#1 civil action used#
371,Orange,Ideal Building Site,2020-04-05 17:26:17,I,3,7472434,Orange takes Ideal Building Site in hand#1 civil action used#
372,Orange,Irrigation,2020-04-05 17:26:13,I,3,7472434,Orange takes Irrigation in hand#1 civil action used Aristotle gives 1 science point #
373,Grey,Ideal Building Site,2020-04-05 12:43:03,I,2,7472434,Grey takes Ideal Building Site in hand#1 civil action used#
374,Grey,Engineering Genius,2020-04-05 12:42:00,I,2,7472434,Grey takes Engineering Genius in hand#1 civil action used#
375,Grey,Hammurabi,2020-04-05 12:41:20,I,2,7472434,Grey takes Hammurabi in hand#1 civil action used#
376,Green,Colossus,2020-04-05 12:38:01,I,2,7472434,Green takes Colossus in hand#1 civil action used#
377,Purple,Rich Land,2020-04-05 12:30:43,I,2,7472434,Purple takes Rich Land in hand#1 civil action used#
378,Orange,Hanging Gardens,2020-04-05 12:24:44,I,2,7472434,Orange takes Hanging Gardens in hand#1 civil action used#
379,Grey,Ideal Building Site,2020-04-05 12:16:00,A,1,7472434,Grey takes Ideal Building Site in hand#2 civil actions used#
380,Grey,Pyramids,2020-04-05 12:14:05,A,1,7472434,Grey takes Pyramids in hand#2 civil actions used#
381,Green,Rich Land,2020-04-05 11:58:40,A,1,7472434,Green takes Rich Land in hand#2 civil actions used#
382,Green,Julius Caesar,2020-04-05 11:58:32,A,1,7472434,Green takes Julius Caesar in hand#1 civil action used#
383,Green,Julius Caesar,2020-04-05 11:56:10,A,1,7472434,Green takes Julius Caesar in hand#1 civil action used#
384,Green,Rich Land,2020-04-05 11:55:37,A,1,7472434,Green takes Rich Land in hand#2 civil actions used#
385,Purple,Frugality,2020-04-04 12:31:25,A,1,7472434,Purple takes Frugality in hand#1 civil action used#
386,Purple,Homer,2020-04-04 12:31:04,A,1,7472434,Purple takes Homer in hand#1 civil action used#
387,Orange,Aristotle,2020-04-02 00:30:28,A,1,7472434,Orange takes Aristotle in hand#1 civil action used#
388,Orange,Computers,2020-04-09 20:34:56,IV,19,7473200,Orange takes Computers in hand#1 civil action used#
389,Orange,Movies,2020-04-09 20:34:47,IV,19,7473200,Orange takes Movies in hand#1 civil action used#
390,Orange,Multimedia,2020-04-09 20:34:45,IV,19,7473200,Orange takes Multimedia in hand#2 civil actions used#
391,Orange,Engineering,2020-04-09 20:34:36,IV,19,7473200,Orange takes Engineering in hand#1 civil action used#
392,Grey,Tanks,2020-04-09 19:15:13,IV,18,7473200,Grey takes Tanks in hand#1 civil action used#
393,Green,Democracy,2020-04-09 18:35:32,IV,18,7473200,Green takes Democracy in hand#1 civil action used#
394,Green,Endowment for the Arts,2020-04-09 18:35:15,IV,18,7473200,Green takes Endowment for the Arts in hand#1 civil action used#
395,Purple,Ideal Building Site,2020-04-09 18:32:27,III,18,7473200,Purple takes Ideal Building Site in hand#3 civil actions used#
396,Purple,Military Theory,2020-04-09 18:31:07,III,18,7473200,Purple takes Military Theory in hand#1 civil action used#
